"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 09 02:53:18 UTC 2024","Fri Feb 09 02:53:33 UTC 2024","14940","","Trade Pro - Buy","","","","Users can change the buy price by clicking +/- [W2-883]",""
"passed","Fri Feb 09 02:56:57 UTC 2024","Fri Feb 09 02:57:19 UTC 2024","21880","","Trade Pro","","","","User can click on the mode switcher to lightning [W2-832]",""
"passed","Fri Feb 09 02:52:52 UTC 2024","Fri Feb 09 02:53:05 UTC 2024","13301","","Trade Pro - Buy","","","","Users can change the buy price by orderbook [W2-869]",""
"passed","Fri Feb 09 02:57:31 UTC 2024","Fri Feb 09 02:57:43 UTC 2024","11810","","Trade Pro","","","","User can see market list, market transaction [W2-847 W2-842 W2-844]",""
"passed","Fri Feb 09 02:58:33 UTC 2024","Fri Feb 09 02:58:49 UTC 2024","15810","","Trade Pro","","","","User can remove asset from favorite [W2-834]",""
"passed","Fri Feb 09 02:52:21 UTC 2024","Fri Feb 09 02:52:36 UTC 2024","14649","","Trade Pro - Buy","","","","User can not buy coin under minimum order [W2-868]",""
"passed","Fri Feb 09 02:55:25 UTC 2024","Fri Feb 09 02:55:39 UTC 2024","13898","","Trade Pro - Sell","","","","Users can not sell coin if enter a price greater or lesser than 20% than market price [W2-891]",""
"passed","Fri Feb 09 02:57:19 UTC 2024","Fri Feb 09 02:57:31 UTC 2024","11915","","Trade Pro","","","","User can not change to lightning mode [W2-846]",""
"passed","Fri Feb 09 02:59:48 UTC 2024","Fri Feb 09 03:00:03 UTC 2024","14737","","Trade Pro","","","","User successfully redirected to transaction history [W2-859]",""
"passed","Fri Feb 09 02:53:05 UTC 2024","Fri Feb 09 02:53:18 UTC 2024","13363","","Trade Pro - Buy","","","","Users can change the buy price by input manual [W2-882]",""
"passed","Fri Feb 09 02:54:53 UTC 2024","Fri Feb 09 02:55:11 UTC 2024","17405","","Trade Pro - Sell","","","","User can not sell coin if balance is insufficient [W2-887]",""
"passed","Fri Feb 09 02:52:36 UTC 2024","Fri Feb 09 02:52:52 UTC 2024","15616","","Trade Pro - Buy","","","","Users can no buy coin if enter a price greater or lesser 50% than market price [W2-870]",""
"passed","Fri Feb 09 02:54:18 UTC 2024","Fri Feb 09 02:54:42 UTC 2024","23945","","Trade Pro - Buy","","","","User can cancel all open order [W2-857]",""
"passed","Fri Feb 09 02:55:52 UTC 2024","Fri Feb 09 02:56:06 UTC 2024","13541","","Trade Pro - Sell","","","","Users can change the sell price by input manual [W2-902]",""
"passed","Fri Feb 09 02:56:35 UTC 2024","Fri Feb 09 02:56:45 UTC 2024","10807","","Trade Pro - Sell","","","","Users can change order type from market order to limit order [W2-892]",""
"passed","Fri Feb 09 02:51:49 UTC 2024","Fri Feb 09 02:52:03 UTC 2024","13430","","Trade Pro - Buy","","","","User can not buy when not sign up/sign in [W2-866]",""
"passed","Fri Feb 09 02:51:35 UTC 2024","Fri Feb 09 02:51:46 UTC 2024","11635","","Sign In","","","","User can sign in with 2fa [W2-151]",""
"passed","Fri Feb 09 02:55:39 UTC 2024","Fri Feb 09 02:55:52 UTC 2024","13816","","Trade Pro - Sell","","","","Users can change the sell price by orderbook [W2-890]",""
"passed","Fri Feb 09 02:55:11 UTC 2024","Fri Feb 09 02:55:25 UTC 2024","13831","","Trade Pro - Sell","","","","User can not sell coin under minimum order [W2-889]",""
"passed","Fri Feb 09 02:56:20 UTC 2024","Fri Feb 09 02:56:35 UTC 2024","14239","","Trade Pro - Sell","","","","Users can't enter manually the price, beyond the multiple [W2-1065]",""
"passed","Fri Feb 09 02:56:06 UTC 2024","Fri Feb 09 02:56:20 UTC 2024","14443","","Trade Pro - Sell","","","","Users can change the sell price by clicking +/- [W2-903]",""
"passed","Fri Feb 09 02:53:59 UTC 2024","Fri Feb 09 02:54:18 UTC 2024","18586","","Trade Pro - Buy","","","","User can cancel open order [W2-856]",""
"passed","Fri Feb 09 02:53:49 UTC 2024","Fri Feb 09 02:53:59 UTC 2024","10258","","Trade Pro - Buy","","","","Users can change order type from limit order to market order [W2-871]",""
